area,ca,curso,modalidade,N,fracN,idd,iddc,idd_faixa,ano
19,Privada sem fins lucrativos,104536,Educação Presencial,35,0.744680851,0.7277,2.8766,3,2019
55,Privada sem fins lucrativos,1330420,Educação Presencial,22,0.846153846,0.473,2.7093,3,2019
95,Privada sem fins lucrativos,1258778,Educação Presencial,34,0.85,0.903,2.9029,3,2019
36,Privada sem fins lucrativos,1260951,Educação Presencial,51,0.910714286,0.3243,2.765,3,2019
69,Privada sem fins lucrativos,1141580,Educação Presencial,43,0.977272727,0.2069,2.5196,3,2019
3501,Privada com fins lucrativos,1323647,Educação Presencial,12,0.666666667,1.2713,3.1655,4,2019
55,Privada com fins lucrativos,1305231,Educação Presencial,4,0.5,-6.0358,0.0,1,2019
23,Privada com fins lucrativos,5000042,Educação Presencial,32,0.666666667,-1.0408,1.9276,2,2019
28,Privada com fins lucrativos,1305063,Educação Presencial,10,0.833333333,-2.2271,0.9668,2,2019
23,Privada com fins lucrativos,1069951,Educação Presencial,40,0.930232558,-0.9514,1.9782,3,2019
3501,Privada com fins lucrativos,1207535,Educação Presencial,2,0.058823529,,,SC,2019
55,Privada com fins lucrativos,1208500,Educação Presencial,14,0.823529412,0.1938,2.5055,3,2019
36,Privada com fins lucrativos,97097,Educação Presencial,31,0.794871795,0.0744,2.6182,3,2019
6,Privada com fins lucrativos,99228,Educação Presencial,190,0.794979079,-0.2556,2.1439,3,2019
19,Privada com fins lucrativos,117960,Educação Presencial,154,0.6015625,-0.3845,2.2664,3,2019
27,Privada com fins lucrativos,117970,Educação Presencial,12,1.0,-0.3939,2.3116,3,2019
28,Privada com fins lucrativos,118540,Educação Presencial,52,0.722222222,-0.8391,1.9098,2,2019
55,Privada com fins lucrativos,120651,Educação Presencial,41,0.854166667,-0.3333,2.1207,3,2019
23,Privada com fins lucrativos,90615,Educação Presencial,55,0.696202532,-0.6319,2.1589,3,2019
5814,Privada com fins lucrativos,67514,Educação Presencial,24,0.8,-0.85,2.3635,3,2019
5902,Privada com fins lucrativos,1103541,Educação Presencial,81,0.870967742,-0.2087,2.0807,3,2019
5710,Privada com fins lucrativos,1138790,Educação Presencial,84,0.903225806,0.1007,2.6962,3,2019
6208,Privada com fins lucrativos,1138815,Educação Presencial,33,0.804878049,-0.6376,2.2237,3,2019
21,Privada com fins lucrativos,1189583,Educação Presencial,59,0.893939394,-0.5763,1.948,3,2019
6307,Privada com fins lucrativos,109380,Educação Presencial,30,0.909090909,-0.9518,2.0733,3,2019
5806,Privada com fins lucrativos,112344,Educação Presencial,67,0.917808219,-0.4141,2.3783,3,2019
4003,Privada com fins lucrativos,50465,Educação Presencial,37,0.948717949,-0.4121,2.2082,3,2019
5806,Privada com fins lucrativos,1321903,Educação Presencial,3,0.3,-3.2888,1.3323,2,2019
5902,Privada com fins lucrativos,1321904,Educação Presencial,3,0.75,-2.7443,0.8484,1,2019
6307,Privada com fins lucrativos,1350827,Educação Presencial,11,0.458333333,-3.1101,1.2875,2,2019
21,Privada com fins lucrativos,1157246,Educação Presencial,55,0.714285714,-0.1972,2.2088,3,2019
6208,Privada com fins lucrativos,1157257,Educação Presencial,10,0.714285714,-3.2128,1.1811,2,2019
5710,Privada com fins lucrativos,50801,Educação Presencial,117,0.672413793,-0.2917,2.4559,3,2019
23,Privada com fins lucrativos,107224,Educação Presencial,259,0.799382716,-0.0838,2.4689,3,2019
28,Privada com fins lucrativos,107227,Educação Presencial,161,0.847368421,0.1006,2.5482,3,2019
27,Privada com fins lucrativos,18309,Educação Presencial,56,0.903225806,-0.2268,2.3865,3,2019
36,Privada com fins lucrativos,21599,Educação Presencial,243,0.9,0.1666,2.6723,3,2019
21,Privada com fins lucrativos,8062,Educação Presencial,122,0.80794702,-1.0435,1.6265,2,2019
5710,Privada com fins lucrativos,8063,Educação Presencial,144,0.9,-0.2384,2.4886,3,2019
6208,Privada com fins lucrativos,71623,Educação Presencial,30,0.857142857,-0.5944,2.2412,3,2019
55,Privada com fins lucrativos,1313826,Educação Presencial,88,0.907216495,-0.362,2.0997,3,2019
19,Privada com fins lucrativos,1313827,Educação Presencial,99,0.75,-0.0116,2.471,3,2019
3501,Privada com fins lucrativos,1313828,Educação Presencial,131,0.803680982,-0.5607,2.3125,3,2019
5902,Privada com fins lucrativos,1313830,Educação Presencial,11,0.916666667,-1.9256,1.2463,2,2019
5806,Privada com fins lucrativos,1313831,Educação Presencial,6,0.75,-1.7985,1.8746,2,2019
5,Privada com fins lucrativos,1313832,Educação Presencial,110,0.88,-0.3819,2.0085,3,2019
92,Privada com fins lucrativos,1422069,Educação a Distância,0,0.0,,,SC,2019
95,Privada com fins lucrativos,1173137,Educação Presencial,23,0.741935484,-0.9514,1.9943,3,2019
6307,Privada com fins lucrativos,106448,Educação Presencial,18,0.782608696,-0.7256,2.1557,3,2019
69,Privada com fins lucrativos,1179359,Educação Presencial,7,0.7,-3.9216,0.9621,2,2019
6307,Privada com fins lucrativos,1180101,Educação Presencial,32,0.744186047,-1.2781,1.9545,3,2019
3501,Privada com fins lucrativos,1203253,Educação Presencial,124,0.879432624,-0.3041,2.432,3,2019
28,Privada com fins lucrativos,1203326,Educação Presencial,105,0.826771654,-0.1552,2.3744,3,2019
23,Privada com fins lucrativos,1151647,Educação Presencial,77,0.916666667,-0.0359,2.496,3,2019
55,Privada com fins lucrativos,1151648,Educação Presencial,40,0.930232558,0.4955,2.7258,3,2019
19,Privada com fins lucrativos,1154734,Educação Presencial,38,0.88372093,-0.4823,2.2127,3,2019
28,Privada com fins lucrativos,1178812,Educação Presencial,19,0.791666667,-0.8892,1.8757,2,2019
4003,Pública Federal,53193,Educação Presencial,50,0.793650794,-0.755,2.0656,3,2019
6002,Pública Federal,21850,Educação Presencial,27,0.964285714,0.0052,2.5448,3,2019
5710,Pública Federal,12001,Educação Presencial,116,0.865671642,0.0187,2.646,3,2019
21,Pública Federal,12002,Educação Presencial,83,0.902173913,-0.5078,1.9951,3,2019
5902,Pública Federal,12003,Educação Presencial,67,0.917808219,-0.5037,1.9373,2,2019
5806,Pública Federal,12004,Educação Presencial,129,0.843137255,0.3071,2.6406,3,2019
6008,Pública Federal,12006,Educação Presencial,57,0.814285714,-0.5713,2.1017,3,2019
23,Pública Federal,12013,Educação Presencial,66,0.956521739,-0.0238,2.5028,3,2019
55,Pública Federal,12014,Educação Presencial,30,0.9375,-0.3214,2.1294,3,2019
12,Pública Federal,12015,Educação Presencial,146,0.954248366,-0.6208,2.5676,3,2019
6,Pública Federal,12017,Educação Presencial,88,0.956521739,-0.5437,1.8169,2,2019
28,Pública Federal,12018,Educação Presencial,72,0.96,-0.5067,2.1356,3,2019
36,Pública Federal,1113541,Educação Presencial,25,0.961538462,0.0298,2.592,3,2019
6307,Pública Federal,1113574,Educação Presencial,72,0.935064935,-0.0417,2.4046,3,2019
19,Pública Federal,52003,Educação Presencial,55,0.982142857,-0.827,2.0236,3,2019
6,Privada sem fins lucrativos,18166,Educação Presencial,44,0.916666667,-0.5522,1.8073,2,2019
28,Privada sem fins lucrativos,55334,Educação Presencial,25,0.833333333,0.4054,2.7552,3,2019
19,Privada sem fins lucrativos,62191,Educação Presencial,14,0.875,2.3963,3.7922,4,2019
23,Privada sem fins lucrativos,92284,Educação Presencial,21,0.875,-0.4223,2.2774,3,2019
12,Privada sem fins lucrativos,98506,Educação Presencial,114,0.974358974,-0.0787,3.1685,4,2019
6208,Privada sem fins lucrativos,99583,Educação Presencial,39,0.928571429,0.3269,2.6142,3,2019
4003,Privada sem fins lucrativos,1204829,Educação Presencial,28,1.0,-0.4544,2.1906,3,2019
36,Privada sem fins lucrativos,74092,Educação Presencial,38,1.0,0.0301,2.5921,3,2019
5814,Pública Federal,116304,Educação Presencial,13,0.8125,0.8096,3.0396,4,2019
23,Privada sem fins lucrativos,105922,Educação Presencial,68,0.860759494,0.2969,2.6842,3,2019
55,Privada sem fins lucrativos,1081809,Educação Presencial,28,1.0,0.9412,3.0512,4,2019
92,Privada sem fins lucrativos,1082424,Educação Presencial,7,0.875,4.4172,4.6641,5,2019
12,Privada sem fins lucrativos,1171609,Educação Presencial,64,0.927536232,0.0259,3.2845,4,2019
3501,Privada sem fins lucrativos,1174854,Educação Presencial,50,0.943396226,0.1243,2.6314,3,2019
5710,Privada sem fins lucrativos,1174856,Educação Presencial,42,0.913043478,-0.0049,2.6316,3,2019
6208,Privada sem fins lucrativos,1174857,Educação Presencial,9,1.0,0.6123,2.7298,3,2019
69,Privada sem fins lucrativos,1187832,Educação Presencial,10,0.833333333,0.3127,2.5595,3,2019
91,Privada sem fins lucrativos,105736,Educação Presencial,3,1.0,8.406,5.0,5,2019
6405,Pública Federal,14558,Educação Presencial,78,0.987341772,-0.4188,1.8327,2,2019
5,Pública Federal,14559,Educação Presencial,49,0.859649123,-0.6776,1.6542,2,2019
51,Pública Federal,22000,Educação Presencial,40,0.975609756,-1.9205,1.5009,2,2019
6307,Pública Federal,1180610,Educação Presencial,49,0.98,-0.8175,2.1222,3,2019
17,Pública Federal,14557,Educação Presencial,90,0.9,-0.1478,2.6377,3,2019
23,Privada com fins lucrativos,1081608,Educação Presencial,34,0.871794872,0.1957,2.627,3,2019
6208,Privada com fins lucrativos,1190579,Educação Presencial,15,0.833333333,-1.8147,1.7471,2,2019
91,Privada com fins lucrativos,109819,Educação Presencial,12,1.0,0.7596,2.9948,4,2019
95,Privada com fins lucrativos,1202696,Educação Presencial,37,0.770833333,-0.453,2.2385,3,2019
17,Pública Federal,1122910,Educação Presencial,30,1.0,-0.527,2.3369,3,2019
23,Privada com fins lucrativos,1127033,Educação Presencial,62,0.794871795,-0.4379,2.2686,3,2019
19,Privada com fins lucrativos,1258644,Educação Presencial,21,0.5,-1.6202,1.5884,2,2019
5,Pública Federal,53202,Educação Presencial,20,0.8,0.3124,2.8406,3,2019
4003,Pública Federal,1191240,Educação Presencial,38,1.0,-1.0185,1.956,3,2019
92,Pública Federal,1155843,Educação Presencial,52,1.0,-0.3456,2.8022,3,2019
17,Pública Federal,1189920,Educação Presencial,29,1.0,-0.4879,2.3679,3,2019
6208,Pública Federal,1110447,Educação Presencial,28,0.903225806,-1.221,1.9875,3,2019
17,Pública Federal,1179151,Educação Presencial,27,1.0,-1.2502,1.7632,2,2019
6405,Pública Federal,1270679,Educação Presencial,30,1.0,-1.4209,1.1153,2,2019
17,Pública Federal,113563,Educação Presencial,35,1.0,-1.384,1.657,2,2019
23,Privada com fins lucrativos,1118074,Educação Presencial,54,0.885245902,-0.7016,2.1194,3,2019
6405,Pública Federal,114894,Educação Presencial,22,0.956521739,-1.8943,0.7764,1,2019
17,Pública Federal,53101,Educação Presencial,23,0.884615385,0.3196,3.0085,4,2019
4003,Pública Federal,1189138,Educação Presencial,26,1.0,-0.8143,2.0409,3,2019
23,Privada com fins lucrativos,1169709,Educação Presencial,38,0.76,-0.4658,2.2528,3,2019
5710,Pública Federal,92859,Educação Presencial,23,0.884615385,-0.2973,2.4525,3,2019
5806,Pública Federal,92861,Educação Presencial,30,0.833333333,-1.1053,2.1268,3,2019
5902,Pública Federal,114844,Educação Presencial,18,0.947368421,-2.3219,1.0537,2,2019
6307,Pública Federal,1188707,Educação Presencial,27,1.0,0.3875,2.5609,3,2019
51,Pública Federal,1270701,Educação Presencial,12,1.0,-0.1619,2.6349,3,2019
17,Pública Federal,113565,Educação Presencial,28,1.0,-0.6706,2.223,3,2019
6405,Pública Federal,1168552,Educação Presencial,26,1.0,-1.6136,0.9774,2,2019
51,Pública Federal,120116,Educação Presencial,19,0.95,1.0592,3.4223,4,2019
17,Pública Federal,5000899,Educação Presencial,35,0.972222222,0.5373,3.1812,4,2019
6405,Pública Federal,1160990,Educação Presencial,17,0.944444444,0.6272,2.5814,3,2019
17,Pública Federal,53243,Educação Presencial,6,1.0,-3.4588,0.0112,1,2019
5806,Privada com fins lucrativos,1170483,Educação Presencial,0,0.0,,,SC,2019
6208,Privada com fins lucrativos,1171087,Educação Presencial,1,1.0,,,SC,2019
5710,Privada com fins lucrativos,1110071,Educação Presencial,12,1.0,-0.2111,2.5053,3,2019
5902,Privada com fins lucrativos,1174543,Educação Presencial,0,0.0,,,SC,2019
36,Privada com fins lucrativos,5000528,Educação Presencial,17,0.80952381,0.1309,2.6514,3,2019
23,Privada com fins lucrativos,1172728,Educação Presencial,35,0.68627451,-0.3319,2.3286,3,2019
4003,Pública Federal,1262277,Educação Presencial,9,1.0,-1.4766,1.7655,2,2019
5710,Pública Federal,1262444,Educação Presencial,15,1.0,1.4643,3.5314,4,2019
5902,Pública Federal,1262450,Educação Presencial,20,1.0,1.4624,2.8928,3,2019
5806,Pública Federal,1262452,Educação Presencial,7,1.0,-1.975,1.8104,2,2019
6008,Pública Federal,1262454,Educação Presencial,9,1.0,2.9377,3.7929,4,2019
19,Privada com fins lucrativos,1109847,Educação Presencial,8,0.571428571,-5.1089,0.0,1,2019
55,Privada com fins lucrativos,74462,Educação Presencial,20,0.952380952,-0.589,1.934,2,2019
23,Privada com fins lucrativos,1150247,Educação Presencial,44,0.846153846,-0.6918,2.125,3,2019
51,Privada com fins lucrativos,74444,Educação Presencial,15,0.9375,0.892,3.3145,4,2019
92,Pública Federal,1153899,Educação Presencial,26,0.928571429,-1.3348,2.4156,3,2019
17,Pública Federal,1153898,Educação Presencial,55,1.0,-0.1724,2.6182,3,2019
23,Pública Federal,1270482,Educação Presencial,28,0.8,-0.6707,2.1369,3,2019
23,Pública Federal,17201,Educação Presencial,58,0.90625,-0.0487,2.4887,3,2019
6208,Pública Estadual,1146921,Educação Presencial,11,0.733333333,-3.4378,1.09,2,2019
6008,Pública Estadual,1148485,Educação Presencial,19,0.904761905,-0.7526,2.0143,3,2019
6307,Pública Estadual,1151024,Educação Presencial,15,0.9375,-2.1043,1.6537,2,2019
6405,Pública Estadual,1146839,Educação Presencial,6,1.0,-2.9789,0.0,1,2019
69,Privada com fins lucrativos,108104,Educação Presencial,15,0.9375,0.8216,2.7515,3,2019
5710,Privada com fins lucrativos,1184447,Educação Presencial,69,0.793103448,-0.2597,2.4755,3,2019
21,Privada com fins lucrativos,90644,Educação Presencial,102,0.739130435,-0.4165,2.0579,3,2019
6,Privada com fins lucrativos,104538,Educação Presencial,40,0.8,-0.0088,2.4241,3,2019
36,Privada com fins lucrativos,85086,Educação Presencial,22,0.846153846,-0.0354,2.5537,3,2019
92,Privada com fins lucrativos,72915,Educação Presencial,1,1.0,,,SC,2019
3501,Privada com fins lucrativos,1300287,Educação Presencial,6,1.0,0.6572,2.8795,3,2019
69,Privada com fins lucrativos,1284186,Educação Presencial,8,0.727272727,-0.8667,2.1146,3,2019
21,Privada com fins lucrativos,117226,Educação Presencial,47,0.758064516,-2.3054,0.7582,1,2019
6208,Privada com fins lucrativos,1200066,Educação Presencial,21,0.807692308,-0.7024,2.1975,3,2019
23,Privada com fins lucrativos,100120,Educação Presencial,73,0.75257732,0.0213,2.5283,3,2019
55,Privada sem fins lucrativos,67936,Educação Presencial,60,0.857142857,-0.5244,1.9812,3,2019
36,Privada sem fins lucrativos,67938,Educação Presencial,55,0.705128205,-0.6529,2.191,3,2019
23,Privada sem fins lucrativos,98620,Educação Presencial,99,0.779527559,-0.0769,2.4728,3,2019
28,Privada sem fins lucrativos,50104,Educação Presencial,44,0.709677419,-0.8328,1.9141,2,2019
5710,Privada com fins lucrativos,1285408,Educação Presencial,9,0.409090909,-2.4315,1.1454,2,2019
6405,Privada com fins lucrativos,57258,Educação Presencial,19,1.0,-1.0238,1.3996,2,2019
36,Privada com fins lucrativos,88970,Educação Presencial,21,0.807692308,-0.8341,2.0846,3,2019
19,Privada com fins lucrativos,88972,Educação Presencial,25,0.757575758,-2.5236,1.0927,2,2019
6,Privada com fins lucrativos,117671,Educação Presencial,58,0.828571429,-0.1935,2.2144,3,2019
28,Privada com fins lucrativos,56334,Educação Presencial,19,1.0,-1.7067,1.3204,2,2019
21,Pública Federal,94451,Educação Presencial,38,0.76,-0.5388,1.9737,3,2019
19,Pública Federal,1112645,Educação Presencial,36,0.972972973,-0.4696,2.2197,3,2019
5806,Pública Federal,122116,Educação Presencial,57,0.678571429,-0.1499,2.4744,3,2019
36,Pública Federal,1267516,Educação Presencial,17,0.944444444,0.8642,3.0821,4,2019
5710,Pública Federal,1267522,Educação Presencial,17,1.0,0.6375,3.025,4,2019
12,Pública Federal,1029763,Educação Presencial,49,1.0,-0.491,2.7114,3,2019
23,Privada com fins lucrativos,88578,Educação Presencial,66,0.825,-0.6863,2.1281,3,2019
92,Pública Federal,1327358,Educação Presencial,15,1.0,-0.1755,2.8688,3,2019
17,Pública Federal,1106857,Educação Presencial,54,0.931034483,-0.5757,2.2983,3,2019
23,Pública Estadual,1313151,Educação Presencial,27,0.818181818,-0.4221,2.2775,3,2019
23,Privada sem fins lucrativos,5000774,Educação Presencial,6,0.666666667,-2.4936,1.1058,2,2019
6,Privada com fins lucrativos,1110654,Educação Presencial,59,0.855072464,-0.5236,1.8397,2,2019
5,Pública Federal,17147,Educação Presencial,56,0.888888889,0.0294,2.5015,3,2019
51,Pública Federal,40752,Educação Presencial,43,0.87755102,0.093,2.7993,3,2019
91,Privada sem fins lucrativos,1304813,Educação Presencial,17,0.80952381,-0.2116,2.74,3,2019
19,Privada com fins lucrativos,92219,Educação Presencial,22,0.846153846,-1.0636,1.8938,2,2019
6,Privada com fins lucrativos,95581,Educação Presencial,27,0.84375,-0.103,2.3172,3,2019
12,Privada com fins lucrativos,99476,Educação Presencial,76,0.894117647,0.0727,3.3363,4,2019
69,Privada com fins lucrativos,1322127,Educação Presencial,10,1.0,2.6211,3.4303,4,2019
95,Privada com fins lucrativos,1349814,Educação Presencial,17,0.566666667,-0.1666,2.3788,3,2019
5806,Privada com fins lucrativos,1259307,Educação Presencial,28,0.965517241,0.0806,2.5583,3,2019
5710,Privada com fins lucrativos,1177910,Educação Presencial,71,0.946666667,0.3024,2.8198,3,2019
6208,Privada com fins lucrativos,1178836,Educação Presencial,40,0.952380952,-0.5353,2.2651,3,2019
23,Privada com fins lucrativos,92215,Educação Presencial,35,0.853658537,0.5318,2.8171,3,2019
23,Privada com fins lucrativos,113060,Educação Presencial,37,0.725490196,-0.7505,2.0918,3,2019
17,Privada com fins lucrativos,74058,Educação Presencial,41,0.803921569,-0.0292,2.7318,3,2019
23,Privada com fins lucrativos,69285,Educação Presencial,21,0.84,-0.8408,2.0407,3,2019
36,Privada com fins lucrativos,1204890,Educação Presencial,42,0.84,0.1733,2.6762,3,2019
55,Privada com fins lucrativos,1156175,Educação Presencial,25,0.892857143,-0.4879,2.0079,3,2019
6405,Pública Federal,110746,Educação Presencial,60,0.923076923,-0.08,2.0752,3,2019
36,Pública Municipal,50886,Educação Presencial,24,0.631578947,-2.4031,1.163,2,2019
