area,ca,curso,modalidade,N,idd,idd_faixa,ano
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5615,Educação Presencial,148,-0.022900864,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5668,Educação Presencial,24,0.734737776,3,2018
13,Fundação Pública de Direito Privado Municipal,5691,Educação Presencial,31,-0.162189291,3,2018
22,Fundação Pública de Direito Privado Municipal,5692,Educação Presencial,44,0.307354929,3,2018
1,Fundação Pública de Direito Privado Municipal,5693,Educação Presencial,140,-0.260119243,3,2018
13,Privada sem fins lucrativos,5717,Educação Presencial,38,2.246066927,4,2018
22,Privada sem fins lucrativos,5718,Educação Presencial,115,1.013392553,3,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5727,Educação Presencial,17,0.351974608,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5735,Educação Presencial,35,0.730159218,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5736,Educação Presencial,16,-1.062042425,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5737,Educação Presencial,41,-0.487028618,3,2018
1,Pessoa Jurídica de Direito Público - Municipal,5788,Educação Presencial,38,0.422735723,3,2018
22,Pessoa Jurídica de Direito Público - Municipal,5789,Educação Presencial,19,2.998392869,4,2018
22,Privada sem fins lucrativos,5819,Educação Presencial,7,0.532486253,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5826,Educação Presencial,57,0.642367881,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5827,Educação Presencial,25,0.394710437,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5835,Educação Presencial,67,0.577856881,4,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5836,Educação Presencial,28,1.369897547,4,2018
38,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5845,Educação Presencial,31,0.408992096,3,2018
1,Privada sem fins lucrativos,5884,Educação Presencial,11,3.878032637,5,2018
22,Privada sem fins lucrativos,5885,Educação Presencial,23,-0.123651897,3,2018
22,Privada com fins lucrativos,5911,Educação Presencial,9,-1.461218643,2,2018
1,Privada com fins lucrativos,5914,Educação Presencial,12,1.092987132,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,5919,Educação Presencial,4,,SC,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5952,Educação Presencial,65,-1.131952504,2,2018
13,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5957,Educação Presencial,10,3.357603129,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5958,Educação Presencial,10,-0.312736957,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5959,Educação Presencial,2,-5.059198221,1,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5961,Educação Presencial,220,-0.149023647,3,2018
1,Privada com fins lucrativos,6055,Educação Presencial,4,5.437550677,5,2018
13,Privada com fins lucrativos,6056,Educação Presencial,0,,SC,2018
22,Privada com fins lucrativos,6057,Educação Presencial,6,-1.21104995,3,2018
22,Privada sem fins lucrativos,6095,Educação Presencial,48,0.064717639,3,2018
1,Privada sem fins lucrativos,6096,Educação Presencial,79,0.409150945,3,2018
2,Privada sem fins lucrativos,6099,Educação Presencial,162,0.764123484,4,2018
1,Privada sem fins lucrativos,6115,Educação Presencial,11,-1.101622748,3,2018
2,Privada sem fins lucrativos,6120,Educação Presencial,5,6.464393992,5,2018
18,Privada sem fins lucrativos,6124,Educação Presencial,9,-3.436425397,1,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,6160,Educação Presencial,33,-0.668299048,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,6166,Educação Presencial,23,0.47462553,3,2018
1,Privada sem fins lucrativos,6185,Educação Presencial,23,-0.932808727,3,2018
2,Privada sem fins lucrativos,6186,Educação Presencial,67,-0.754275349,3,2018
22,Privada sem fins lucrativos,6188,Educação Presencial,18,-2.618447978,2,2018
2,Privada com fins lucrativos,6251,Educação Presencial,8,1.89452799,4,2018
18,Privada com fins lucrativos,6252,Educação Presencial,0,,SC,2018
1,Privada sem fins lucrativos,6328,Educação Presencial,77,-0.311565563,3,2018
22,Privada sem fins lucrativos,6329,Educação Presencial,25,0.862608802,3,2018
22,Privada sem fins lucrativos,6380,Educação Presencial,13,2.661630115,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6392,Educação Presencial,53,-0.610088414,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6393,Educação Presencial,33,1.121669546,3,2018
13,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6394,Educação Presencial,12,1.490767249,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6395,Educação Presencial,103,0.135588923,3,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6396,Educação Presencial,19,-0.525091204,3,2018
1,Privada sem fins lucrativos,6461,Educação Presencial,15,2.778946673,4,2018
22,Privada sem fins lucrativos,6462,Educação Presencial,10,5.017833038,5,2018
2,Privada com fins lucrativos,6470,Educação Presencial,78,0.360830237,3,2018
22,Privada com fins lucrativos,6472,Educação Presencial,16,0.827679907,3,2018
1,Privada com fins lucrativos,6473,Educação Presencial,26,-1.4861361,2,2018
2,Privada sem fins lucrativos,6492,Educação Presencial,183,0.062525932,3,2018
22,Privada sem fins lucrativos,6493,Educação Presencial,55,0.327617224,3,2018
1,Privada sem fins lucrativos,6494,Educação Presencial,100,0.290335115,3,2018
18,Privada sem fins lucrativos,6498,Educação Presencial,83,0.364125117,3,2018
2,Privada sem fins lucrativos,6571,Educação Presencial,122,-0.204013705,3,2018
1,Privada sem fins lucrativos,6577,Educação Presencial,10,-3.501981971,2,2018
2,Privada sem fins lucrativos,6616,Educação Presencial,135,-0.353718662,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6621,Educação Presencial,44,0.544438286,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6622,Educação Presencial,100,0.513415298,3,2018
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6623,Educação Presencial,31,-1.807889739,2,2018
1,Privada sem fins lucrativos,6663,Educação Presencial,58,-0.804429878,3,2018
22,Privada sem fins lucrativos,6664,Educação Presencial,24,-1.045701314,3,2018
29,Privada sem fins lucrativos,6681,Educação Presencial,11,-1.005595838,2,2018
2,Privada com fins lucrativos,6689,Educação Presencial,92,0.60412409,4,2018
2,Privada sem fins lucrativos,6723,Educação Presencial,181,0.110120322,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6730,Educação Presencial,14,-3.991737734,1,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6732,Educação Presencial,33,0.390213486,3,2018
1,Privada sem fins lucrativos,6741,Educação Presencial,24,0.153449081,3,2018
2,Privada sem fins lucrativos,6743,Educação Presencial,135,0.242864252,3,2018
22,Privada sem fins lucrativos,6748,Educação Presencial,32,0.503616819,3,2018
1,Privada sem fins lucrativos,6749,Educação Presencial,58,-0.054078354,3,2018
13,Privada sem fins lucrativos,6751,Educação Presencial,13,1.747697099,4,2018
18,Privada sem fins lucrativos,6757,Educação Presencial,25,0.887588815,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6808,Educação Presencial,7,2.89450652,4,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6809,Educação Presencial,17,1.883817149,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6811,Educação Presencial,111,-0.110459114,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6820,Educação Presencial,13,-0.24026582,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6831,Educação Presencial,3,-1.314655281,2,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6837,Educação Presencial,3,3.156186229,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6839,Educação Presencial,15,-3.058133684,2,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6842,Educação Presencial,73,-0.484128466,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6850,Educação Presencial,35,0.92875532,4,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,6977,Educação Presencial,8,0.704154961,3,2018
1,Privada com fins lucrativos,6987,Educação Presencial,22,1.091090719,4,2018
1,Privada com fins lucrativos,6994,Educação Presencial,74,-0.579247777,3,2018
22,Privada com fins lucrativos,6997,Educação Presencial,28,0.414385834,3,2018
1,Privada com fins lucrativos,7055,Educação Presencial,15,0.97777316,4,2018
22,Privada com fins lucrativos,7056,Educação Presencial,24,1.725449828,4,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7075,Educação Presencial,32,0.020907079,3,2018
22,Privada sem fins lucrativos,7119,Educação Presencial,25,2.737867436,4,2018
1,Privada sem fins lucrativos,7120,Educação Presencial,42,0.697400938,3,2018
2,Privada sem fins lucrativos,7123,Educação Presencial,20,0.306304883,3,2018
22,Privada sem fins lucrativos,7125,Educação Presencial,27,-0.103529836,3,2018
1,Privada sem fins lucrativos,7126,Educação Presencial,13,1.617158245,4,2018
22,Privada sem fins lucrativos,7131,Educação Presencial,15,-0.118253065,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,7133,Educação Presencial,158,0.205359029,3,2018
2,Privada sem fins lucrativos,7136,Educação Presencial,45,-0.045088586,3,2018
22,Privada sem fins lucrativos,7145,Educação Presencial,64,0.637713532,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,7187,Educação Presencial,12,-0.190848855,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,7188,Educação Presencial,0,,SC,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,7204,Educação Presencial,39,-0.960662435,2,2018
1,Privada com fins lucrativos,7272,Educação Presencial,101,0.162175039,3,2018
22,Privada com fins lucrativos,7274,Educação Presencial,40,1.427586745,4,2018
2,Privada com fins lucrativos,7276,Educação Presencial,3,5.256386715,5,2018
26,Privada com fins lucrativos,7280,Educação Presencial,1,,SC,2018
67,Privada com fins lucrativos,7281,Educação Presencial,16,-1.044188291,2,2018
1,Privada com fins lucrativos,7285,Educação Presencial,36,-0.205999896,3,2018
1,Privada com fins lucrativos,7287,Educação Presencial,117,0.0188577,3,2018
18,Privada com fins lucrativos,7290,Educação Presencial,79,-0.004957798,3,2018
1,Privada com fins lucrativos,7293,Educação Presencial,36,0.801873369,3,2018
2,Privada com fins lucrativos,7294,Educação Presencial,69,0.400144667,3,2018
803,Privada com fins lucrativos,7296,Educação Presencial,19,-0.453854472,3,2018
1,Privada com fins lucrativos,7299,Educação Presencial,77,0.899184937,3,2018
2,Privada com fins lucrativos,7300,Educação Presencial,33,2.528256931,5,2018
18,Privada com fins lucrativos,7306,Educação Presencial,36,0.102993344,3,2018
2,Privada sem fins lucrativos,7378,Educação Presencial,223,0.117556918,3,2018
2,Privada com fins lucrativos,7401,Educação Presencial,209,-0.092096922,3,2018
2,Privada sem fins lucrativos,7413,Educação Presencial,108,-0.311095603,3,2018
38,Privada sem fins lucrativos,7452,Educação Presencial,7,0.545675545,3,2018
1,Privada sem fins lucrativos,7463,Educação Presencial,22,1.606940112,4,2018
22,Privada sem fins lucrativos,7464,Educação Presencial,20,0.609324812,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7497,Educação Presencial,300,-0.367356818,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7501,Educação Presencial,103,-0.126091991,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7502,Educação Presencial,139,-0.068796593,3,2018
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7504,Educação Presencial,23,-0.28252888,3,2018
13,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7507,Educação Presencial,61,0.291672312,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7513,Educação Presencial,31,-0.402165783,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7514,Educação Presencial,58,0.284504336,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7516,Educação Presencial,107,-0.207371657,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7517,Educação Presencial,41,1.612429355,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7518,Educação Presencial,161,-0.426305097,3,2018
81,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,7525,Educação Presencial,89,0.229669361,3,2018
22,Privada com fins lucrativos,7582,Educação Presencial,45,0.267935706,3,2018
18,Privada com fins lucrativos,7588,Educação Presencial,101,-0.015672784,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,7620,Educação Presencial,34,1.02204021,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,7621,Educação Presencial,70,-0.435310328,3,2018
13,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,7623,Educação Presencial,33,0.064480903,3,2018
1,Privada sem fins lucrativos,7634,Educação Presencial,15,1.2123471,4,2018
22,Privada sem fins lucrativos,7637,Educação Presencial,14,1.614071532,4,2018
38,Privada sem fins lucrativos,7638,Educação Presencial,19,-0.78365046,3,2018
2,Privada com fins lucrativos,7683,Educação Presencial,404,0.167141109,3,2018
1,Privada com fins lucrativos,7684,Educação Presencial,53,0.618482568,3,2018
22,Privada com fins lucrativos,7685,Educação Presencial,62,0.297918083,3,2018
18,Privada com fins lucrativos,7686,Educação Presencial,69,0.208538547,3,2018
18,Privada com fins lucrativos,7710,Educação Presencial,68,0.214971451,3,2018
2,Privada com fins lucrativos,7715,Educação Presencial,103,0.011185279,3,2018
22,Privada com fins lucrativos,7722,Educação Presencial,32,1.319285335,4,2018
1,Privada sem fins lucrativos,7769,Educação Presencial,76,0.274948803,3,2018
22,Privada sem fins lucrativos,7770,Educação Presencial,73,-0.009112503,3,2018
2,Privada sem fins lucrativos,7773,Educação Presencial,137,0.584172623,4,2018
18,Privada sem fins lucrativos,7776,Educação Presencial,5,-2.251588778,2,2018
1,Privada sem fins lucrativos,7779,Educação Presencial,7,3.532663704,5,2018
22,Privada sem fins lucrativos,7780,Educação Presencial,5,5.690746275,5,2018
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,7791,Educação Presencial,6,-1.040607685,3,2018
